# alert ephemeris (community pipeline, approximate): P_alert = 8.37 d, t0_alert = 8.2 d
t_days,flux_rel,sigma_flux
3.687500,0.995742,0.001276
3.708333,0.998644,0.001276
3.729167,1.000201,0.001276
3.750000,0.999557,0.001276
3.770833,0.999965,0.001276
3.791667,0.997174,0.001276
3.812500,0.997552,0.001276
3.833333,0.996987,0.001276
3.854167,0.998145,0.001276
3.875000,0.999869,0.001276
3.895833,0.999099,0.001276
3.916667,0.999469,0.001276
3.937500,0.998122,0.001276
3.958333,0.997557,0.001276
3.979167,0.997093,0.001276
4.000000,0.998708,0.001276
4.020833,0.996657,0.001276
4.041667,0.996197,0.001276
4.062500,1.000132,0.001276
4.083333,0.999961,0.001276
4.104167,0.999994,0.001276
4.125000,0.997780,0.001276
4.145833,0.999768,0.001276
4.166667,0.997706,0.001276
4.187500,0.996366,0.001276
4.208333,0.998246,0.001276
4.229167,0.997344,0.001276
4.250000,1.001086,0.001276
4.270833,0.999166,0.001276
4.291667,1.000389,0.001276
4.312500,0.998920,0.001276
4.333333,1.000796,0.001276
4.354167,0.998077,0.001276
4.375000,1.000807,0.001276
4.395833,0.998037,0.001276
4.416667,0.997728,0.001276
4.437500,1.000176,0.001276
4.458333,0.999713,0.001276
4.479167,0.999173,0.001276
4.500000,1.001100,0.001276
4.520833,1.001707,0.001276
4.541667,1.000221,0.001276
4.562500,1.001846,0.001276
4.583333,1.003708,0.001276
4.604167,1.003894,0.001276
4.625000,1.001492,0.001276
4.645833,1.000634,0.001276
4.666667,1.002625,0.001276
4.687500,1.002773,0.001276
4.708333,1.003997,0.001276
4.729167,1.003762,0.001276
4.750000,1.001068,0.001276
4.770833,1.001807,0.001276
4.791667,1.002448,0.001276
4.812500,1.000959,0.001276
4.833333,1.001317,0.001276
4.854167,1.001179,0.001276
4.875000,1.000426,0.001276
4.895833,1.003104,0.001276
4.916667,1.001383,0.001276
4.937500,1.001898,0.001276
4.958333,1.001803,0.001276
4.979167,1.001308,0.001276
5.000000,1.001856,0.001276
5.020833,1.004209,0.001276
5.041667,1.003866,0.001276
5.062500,1.003325,0.001276
5.083333,1.002860,0.001276
5.104167,1.002954,0.001276
5.125000,1.003772,0.001276
5.145833,1.003130,0.001276
5.166667,1.004202,0.001276
5.187500,1.001931,0.001276
5.208333,1.001623,0.001276
5.229167,1.001465,0.001276
5.250000,1.004251,0.001276
5.270833,1.002693,0.001276
5.291667,1.002502,0.001276
5.312500,1.002933,0.001276
5.333333,1.003223,0.001276
5.354167,1.002360,0.001276
5.375000,1.004707,0.001276
5.395833,1.003498,0.001276
5.416667,1.007589,0.001276
5.437500,1.004896,0.001276
5.458333,1.005686,0.001276
5.479167,1.007480,0.001276
5.500000,1.004758,0.001276
5.520833,1.007373,0.001276
5.541667,1.005444,0.001276
5.562500,1.004795,0.001276
5.583333,1.006094,0.001276
5.604167,1.006592,0.001276
5.625000,1.006950,0.001276
5.645833,1.006045,0.001276
5.666667,1.005890,0.001276
5.687500,1.007176,0.001276
5.708333,1.004602,0.001276
5.729167,1.008480,0.001276
5.750000,1.007029,0.001276
5.770833,1.007512,0.001276
5.791667,1.005857,0.001276
5.812500,1.007938,0.001276
5.833333,1.010825,0.001276
5.854167,1.005826,0.001276
5.875000,1.005485,0.001276
5.895833,1.008234,0.001276
5.916667,1.007303,0.001276
5.937500,1.005365,0.001276
5.958333,1.004772,0.001276
5.979167,1.004393,0.001276
6.000000,1.006693,0.001276
6.020833,1.005941,0.001276
6.041667,1.004429,0.001276
6.062500,1.004499,0.001276
6.083333,1.005642,0.001276
6.104167,1.006916,0.001276
6.125000,1.006361,0.001276
6.145833,1.005912,0.001276
6.166667,1.007180,0.001276
6.187500,1.006404,0.001276
6.208333,1.004848,0.001276
6.229167,1.006725,0.001276
6.250000,1.008389,0.001276
6.270833,1.007652,0.001276
6.291667,1.004459,0.001276
6.312500,1.004620,0.001276
6.333333,1.006235,0.001276
6.354167,1.004682,0.001276
6.375000,1.007648,0.001276
6.395833,1.008260,0.001276
6.416667,1.008430,0.001276
6.437500,1.006853,0.001276
6.458333,1.005216,0.001276
6.479167,1.006417,0.001276
6.500000,1.005391,0.001276
6.520833,1.006331,0.001276
6.541667,1.005335,0.001276
6.562500,1.003478,0.001276
6.583333,1.005417,0.001276
6.604167,1.005910,0.001276
6.625000,1.005447,0.001276
6.645833,1.005591,0.001276
6.666667,1.005678,0.001276
6.687500,1.008094,0.001276
6.708333,1.008007,0.001276
6.729167,1.005626,0.001276
6.750000,1.005972,0.001276
6.770833,1.006855,0.001276
6.791667,1.003078,0.001276
6.812500,1.004195,0.001276
6.833333,1.006306,0.001276
6.854167,1.005340,0.001276
6.875000,1.005297,0.001276
6.895833,1.007004,0.001276
6.916667,1.005629,0.001276
6.937500,1.004943,0.001276
6.958333,1.002127,0.001276
6.979167,1.004183,0.001276
7.000000,1.004258,0.001276
7.020833,1.004619,0.001276
7.041667,1.006759,0.001276
7.062500,1.004141,0.001276
7.083333,1.003647,0.001276
7.104167,1.005705,0.001276
7.125000,1.004687,0.001276
7.145833,1.005138,0.001276
7.166667,1.003327,0.001276
7.187500,1.004309,0.001276
7.208333,1.003738,0.001276
7.229167,1.005676,0.001276
7.250000,1.003705,0.001276
7.270833,1.008171,0.001276
7.291667,1.004323,0.001276
7.312500,1.006767,0.001276
7.333333,1.004901,0.001276
7.354167,1.004764,0.001276
7.375000,1.004071,0.001276
7.395833,1.004059,0.001276
7.416667,1.006391,0.001276
7.437500,1.007126,0.001276
7.458333,1.006762,0.001276
7.479167,1.006761,0.001276
7.500000,1.004991,0.001276
7.520833,1.005902,0.001276
7.541667,1.006359,0.001276
7.562500,1.003972,0.001276
7.583333,1.004031,0.001276
7.604167,1.003093,0.001276
7.625000,1.003456,0.001276
7.645833,1.004968,0.001276
7.666667,1.005224,0.001276
7.687500,1.004233,0.001276
7.708333,1.006346,0.001276
7.729167,1.006435,0.001276
7.750000,1.006577,0.001276
7.770833,1.006708,0.001276
7.791667,1.005996,0.001276
7.812500,1.005467,0.001276
7.833333,1.007285,0.001276
7.854167,1.007483,0.001276
7.875000,1.007729,0.001276
7.895833,1.005287,0.001276
7.916667,1.006709,0.001276
7.937500,1.006377,0.001276
7.958333,1.007277,0.001276
7.979167,1.004056,0.001276
8.000000,1.003952,0.001276
8.020833,1.006371,0.001276
8.041667,1.004003,0.001276
8.062500,1.005529,0.001276
8.083333,1.004627,0.001276
8.104167,1.003828,0.001276
8.125000,1.004993,0.001276
8.145833,0.999622,0.001276
8.166667,1.001314,0.001276
8.187500,1.004380,0.001276
8.208333,1.002092,0.001276
8.229167,1.003382,0.001276
8.250000,1.004137,0.001276
8.270833,1.001977,0.001276
8.291667,1.002305,0.001276
8.312500,1.002738,0.001276
8.333333,1.003330,0.001276
8.354167,1.003628,0.001276
8.375000,1.005189,0.001276
8.395833,1.004410,0.001276
8.416667,1.004332,0.001276
8.437500,1.002688,0.001276
8.458333,1.003941,0.001276
8.479167,1.006190,0.001276
8.500000,1.004016,0.001276
8.520833,1.003355,0.001276
8.541667,1.004523,0.001276
8.562500,1.002737,0.001276
8.583333,1.003907,0.001276
8.604167,1.005673,0.001276
8.625000,1.005748,0.001276
8.645833,1.003321,0.001276
8.666667,1.006294,0.001276
8.687500,1.007444,0.001276
8.708333,1.004657,0.001276
8.729167,1.001924,0.001276
8.750000,1.004332,0.001276
8.770833,1.003190,0.001276
8.791667,1.004364,0.001276
8.812500,1.003851,0.001276
8.833333,0.999168,0.001276
8.854167,1.005010,0.001276
8.875000,1.002824,0.001276
8.895833,1.001684,0.001276
8.916667,1.002491,0.001276
8.937500,1.001295,0.001276
8.958333,1.003852,0.001276
8.979167,1.002600,0.001276
9.000000,1.003831,0.001276
9.020833,1.002043,0.001276
9.041667,1.002847,0.001276
9.062500,1.003794,0.001276
9.083333,1.002536,0.001276
9.104167,1.003840,0.001276
9.125000,1.002429,0.001276
9.145833,1.003687,0.001276
9.166667,1.002370,0.001276
9.187500,1.001443,0.001276
9.208333,1.000502,0.001276
9.229167,0.998828,0.001276
9.250000,0.998894,0.001276
9.270833,1.000430,0.001276
9.291667,0.999356,0.001276
9.312500,0.999488,0.001276
9.333333,0.999554,0.001276
9.354167,0.999032,0.001276
9.375000,1.002887,0.001276
9.395833,1.000881,0.001276
9.416667,1.001148,0.001276
9.437500,1.000049,0.001276
9.458333,1.001130,0.001276
9.479167,0.998491,0.001276
9.500000,0.999083,0.001276
9.520833,1.000838,0.001276
9.541667,1.001340,0.001276
9.562500,0.999115,0.001276
9.583333,0.999157,0.001276
9.604167,1.000059,0.001276
9.625000,0.998409,0.001276
9.645833,0.998230,0.001276
9.666667,1.001976,0.001276
9.687500,0.998707,0.001276
9.708333,0.998285,0.001276
9.729167,0.998821,0.001276
9.750000,0.997426,0.001276
9.770833,0.999866,0.001276
9.791667,0.996479,0.001276
9.812500,0.999980,0.001276
9.833333,1.000135,0.001276
9.854167,1.003489,0.001276
9.875000,1.000800,0.001276
9.895833,0.998816,0.001276
9.916667,0.997477,0.001276
9.937500,0.997236,0.001276
9.958333,0.995904,0.001276
9.979167,0.998539,0.001276
10.000000,0.997009,0.001276
10.020833,0.997385,0.001276
10.041667,0.999885,0.001276
10.062500,0.997141,0.001276
10.083333,0.999051,0.001276
10.104167,1.000422,0.001276
10.125000,0.998467,0.001276
10.145833,0.997311,0.001276
10.166667,0.998082,0.001276
10.187500,0.997594,0.001276
10.208333,0.998211,0.001276
10.229167,0.996875,0.001276
10.250000,0.996302,0.001276
10.270833,0.998182,0.001276
10.291667,0.998450,0.001276
10.312500,1.000080,0.001276
10.333333,0.998267,0.001276
10.354167,0.997091,0.001276
10.375000,0.998447,0.001276
10.395833,0.996985,0.001276
10.416667,0.998958,0.001276
10.437500,0.996667,0.001276
10.458333,0.996503,0.001276
10.479167,0.998197,0.001276
10.500000,0.999236,0.001276
10.520833,0.998462,0.001276
10.541667,0.998997,0.001276
10.562500,0.998779,0.001276
10.583333,0.997344,0.001276
10.604167,0.999303,0.001276
10.625000,0.998035,0.001276
10.645833,0.998730,0.001276
10.666667,0.999347,0.001276
10.687500,1.000749,0.001276
10.708333,0.997261,0.001276
10.729167,0.996883,0.001276
10.750000,0.996983,0.001276
10.770833,0.997734,0.001276
10.791667,0.998108,0.001276
10.812500,0.997971,0.001276
10.833333,0.998601,0.001276
10.854167,0.994883,0.001276
10.875000,0.997343,0.001276
10.895833,0.997376,0.001276
10.916667,0.994114,0.001276
10.937500,0.998312,0.001276
10.958333,0.997952,0.001276
10.979167,0.997432,0.001276
11.000000,0.998250,0.001276
11.020833,1.000185,0.001276
11.041667,0.997735,0.001276
11.062500,0.997210,0.001276
11.083333,0.998425,0.001276
11.104167,0.997324,0.001276
11.125000,0.995619,0.001276
11.145833,0.996616,0.001276
11.166667,0.995176,0.001276
11.187500,0.998834,0.001276
11.208333,0.997858,0.001276
11.229167,0.996917,0.001276
11.250000,1.000360,0.001276
11.270833,0.999344,0.001276
11.291667,0.998611,0.001276
11.312500,0.998603,0.001276
11.333333,0.998614,0.001276
11.354167,1.000191,0.001276
11.375000,0.997818,0.001276
11.395833,1.000012,0.001276
11.416667,0.999945,0.001276
11.437500,0.999034,0.001276
11.458333,0.999647,0.001276
11.479167,0.997871,0.001276
11.500000,0.996752,0.001276
11.520833,0.998714,0.001276
11.541667,0.999425,0.001276
11.562500,0.999914,0.001276
11.583333,1.000120,0.001276
11.604167,0.998739,0.001276
11.625000,0.999137,0.001276
11.645833,0.998379,0.001276
11.666667,0.998748,0.001276
11.687500,0.996416,0.001276
11.708333,0.998697,0.001276
11.729167,0.997949,0.001276
11.750000,1.001894,0.001276
11.770833,0.998215,0.001276
11.791667,0.999853,0.001276
11.812500,0.996926,0.001276
11.833333,0.999914,0.001276
11.854167,0.999383,0.001276
11.875000,1.000516,0.001276
11.895833,0.999375,0.001276
11.916667,1.000651,0.001276
11.937500,1.003263,0.001276
11.958333,1.002807,0.001276
11.979167,1.002106,0.001276
12.000000,0.998827,0.001276
12.020833,0.997233,0.001276
12.041667,0.999754,0.001276
12.062500,1.001517,0.001276
12.083333,1.001034,0.001276
12.104167,1.000433,0.001276
12.125000,1.000824,0.001276
12.145833,1.002657,0.001276
12.166667,1.002817,0.001276
12.187500,1.001155,0.001276
12.208333,1.002952,0.001276
12.229167,0.998327,0.001276
12.250000,1.001641,0.001276
12.270833,1.000959,0.001276
12.291667,1.001137,0.001276
12.312500,1.000131,0.001276
12.333333,1.002098,0.001276
12.354167,0.998860,0.001276
12.375000,0.998996,0.001276
12.395833,1.001567,0.001276
12.416667,0.999139,0.001276
12.437500,0.998938,0.001276
12.458333,0.998947,0.001276
12.479167,0.999478,0.001276
12.500000,1.001522,0.001276
12.520833,0.999233,0.001276
12.541667,0.998714,0.001276
12.562500,1.000142,0.001276
12.583333,0.998903,0.001276
12.604167,0.999878,0.001276
12.625000,1.000581,0.001276
12.645833,0.999779,0.001276
12.666667,1.000475,0.001276
12.687500,0.999750,0.001276
12.708333,1.000465,0.001276
12.729167,1.000527,0.001276
12.750000,0.999981,0.001276
12.770833,0.997122,0.001276
12.791667,0.998373,0.001276
12.812500,1.000424,0.001276
12.833333,0.998186,0.001276
12.854167,0.997158,0.001276
12.875000,0.998145,0.001276
12.895833,0.994807,0.001276
12.916667,0.995135,0.001276
12.937500,0.996590,0.001276
12.958333,0.996139,0.001276
12.979167,0.996214,0.001276
13.000000,0.999130,0.001276
13.020833,0.999082,0.001276
13.041667,0.999707,0.001276
13.062500,0.997425,0.001276
13.083333,1.000036,0.001276
13.104167,0.999580,0.001276
13.125000,0.996742,0.001276
13.145833,0.999870,0.001276
13.166667,0.998611,0.001276
13.187500,0.998975,0.001276
14.312500,0.997543,0.001276
14.333333,0.998683,0.001276
14.354167,0.996849,0.001276
14.375000,0.997655,0.001276
14.395833,0.998395,0.001276
14.416667,0.998050,0.001276
14.437500,0.996495,0.001276
14.458333,0.996058,0.001276
14.479167,0.999653,0.001276
14.500000,0.997436,0.001276
14.520833,0.996928,0.001276
14.541667,0.996394,0.001276
14.562500,0.997501,0.001276
14.583333,0.996165,0.001276
14.604167,0.996880,0.001276
14.625000,0.996493,0.001276
14.645833,0.996697,0.001276
14.666667,0.998650,0.001276
14.687500,0.997235,0.001276
14.708333,0.995548,0.001276
14.729167,0.997350,0.001276
14.750000,0.996929,0.001276
14.770833,0.998379,0.001276
14.791667,0.997684,0.001276
14.812500,0.996482,0.001276
14.833333,0.998985,0.001276
14.854167,0.999433,0.001276
14.875000,0.998313,0.001276
14.895833,0.997241,0.001276
14.916667,0.995557,0.001276
14.937500,0.996862,0.001276
14.958333,0.999839,0.001276
14.979167,0.997136,0.001276
15.000000,0.998375,0.001276
15.020833,0.999877,0.001276
15.041667,0.999235,0.001276
15.062500,0.994707,0.001276
15.083333,0.997360,0.001276
15.104167,0.999040,0.001276
15.125000,0.998826,0.001276
15.145833,0.997981,0.001276
15.166667,0.999436,0.001276
15.187500,0.999173,0.001276
15.208333,0.997735,0.001276
15.229167,0.997278,0.001276
15.250000,0.998125,0.001276
15.270833,0.995618,0.001276
15.291667,0.995677,0.001276
15.312500,0.995545,0.001276
15.333333,0.996415,0.001276
15.354167,0.996283,0.001276
15.375000,0.995799,0.001276
15.395833,0.995935,0.001276
15.416667,0.996967,0.001276
15.437500,0.996579,0.001276
15.458333,0.996817,0.001276
15.479167,0.994903,0.001276
15.500000,0.996196,0.001276
15.520833,0.997151,0.001276
15.541667,0.995545,0.001276
15.562500,0.996722,0.001276
15.583333,0.997373,0.001276
15.604167,0.995965,0.001276
15.625000,0.995577,0.001276
15.645833,0.993120,0.001276
15.666667,0.995841,0.001276
15.687500,0.994334,0.001276
15.708333,0.993996,0.001276
15.729167,0.994183,0.001276
15.750000,0.994767,0.001276
15.770833,0.994370,0.001276
15.791667,0.995835,0.001276
15.812500,0.993889,0.001276
15.833333,0.994479,0.001276
15.854167,0.994857,0.001276
15.875000,0.994659,0.001276
15.895833,0.995888,0.001276
15.916667,0.993078,0.001276
15.937500,0.993452,0.001276
15.958333,0.995595,0.001276
15.979167,0.994811,0.001276
16.000000,0.994294,0.001276
16.020833,0.996065,0.001276
16.041667,0.995149,0.001276
16.062500,0.994957,0.001276
16.083333,0.995170,0.001276
16.104167,0.994610,0.001276
16.125000,0.995807,0.001276
16.145833,0.995520,0.001276
16.166667,0.995297,0.001276
16.187500,0.996230,0.001276
16.208333,0.995828,0.001276
16.229167,0.997337,0.001276
16.250000,0.997090,0.001276
16.270833,0.996632,0.001276
16.291667,0.998547,0.001276
16.312500,0.997369,0.001276
16.333333,0.994568,0.001276
16.354167,0.996986,0.001276
16.375000,0.994645,0.001276
16.395833,0.995614,0.001276
16.416667,0.994712,0.001276
16.437500,0.994342,0.001276
16.458333,0.992686,0.001276
16.479167,0.995613,0.001276
16.500000,0.991189,0.001276
16.520833,0.990101,0.001276
16.541667,0.991723,0.001276
16.562500,0.986900,0.001276
16.583333,0.990661,0.001276
16.604167,0.994164,0.001276
16.625000,0.996588,0.001276
16.645833,0.993601,0.001276
16.666667,0.994970,0.001276
16.687500,0.993727,0.001276
16.708333,0.996128,0.001276
16.729167,0.994390,0.001276
16.750000,0.992170,0.001276
16.770833,0.994235,0.001276
16.791667,0.994434,0.001276
16.812500,0.994649,0.001276
16.833333,0.995331,0.001276
16.854167,0.995294,0.001276
16.875000,0.994747,0.001276
16.895833,0.994820,0.001276
16.916667,0.996087,0.001276
16.937500,0.997287,0.001276
16.958333,0.998591,0.001276
16.979167,0.998793,0.001276
17.000000,0.998006,0.001276
17.020833,0.996337,0.001276
17.041667,0.996499,0.001276
17.062500,0.995223,0.001276
17.083333,0.995154,0.001276
17.104167,0.995348,0.001276
17.125000,0.996276,0.001276
17.145833,0.994023,0.001276
17.166667,0.994112,0.001276
17.187500,0.996290,0.001276
17.208333,0.995681,0.001276
17.229167,0.996327,0.001276
17.250000,0.996925,0.001276
17.270833,0.997315,0.001276
17.291667,0.993779,0.001276
17.312500,0.995093,0.001276
17.333333,0.995567,0.001276
17.354167,0.997290,0.001276
17.375000,0.996242,0.001276
17.395833,0.998896,0.001276
17.416667,0.994602,0.001276
17.437500,0.996112,0.001276
17.458333,0.996949,0.001276
17.479167,0.999205,0.001276
17.500000,0.996165,0.001276
17.520833,0.996845,0.001276
17.541667,0.998221,0.001276
17.562500,0.999889,0.001276
17.583333,0.996875,0.001276
17.604167,0.997762,0.001276
17.625000,0.996636,0.001276
17.645833,0.999329,0.001276
17.666667,0.997840,0.001276
17.687500,0.998475,0.001276
17.708333,0.997222,0.001276
17.729167,0.999422,0.001276
17.750000,0.997844,0.001276
17.770833,1.000332,0.001276
17.791667,0.999081,0.001276
17.812500,0.998323,0.001276
17.833333,0.999740,0.001276
17.854167,0.996502,0.001276
17.875000,0.999986,0.001276
17.895833,1.000278,0.001276
17.916667,1.000047,0.001276
17.937500,1.001577,0.001276
17.958333,0.998503,0.001276
17.979167,0.999306,0.001276
18.000000,1.001422,0.001276
18.020833,1.001925,0.001276
18.041667,0.998621,0.001276
18.062500,1.001310,0.001276
18.083333,0.999742,0.001276
18.104167,1.001147,0.001276
18.125000,1.000163,0.001276
18.145833,0.999492,0.001276
18.166667,0.998757,0.001276
18.187500,1.001399,0.001276
18.208333,1.002760,0.001276
18.229167,1.000718,0.001276
18.250000,1.001745,0.001276
18.270833,1.000578,0.001276
18.291667,1.001162,0.001276
18.312500,1.001451,0.001276
18.333333,1.002565,0.001276
18.354167,1.003015,0.001276
18.375000,1.001615,0.001276
18.395833,1.002267,0.001276
18.416667,1.005064,0.001276
18.437500,1.003218,0.001276
18.458333,1.001401,0.001276
18.479167,1.001931,0.001276
18.500000,1.002539,0.001276
18.520833,1.002904,0.001276
18.541667,1.005247,0.001276
18.562500,1.003453,0.001276
18.583333,1.004303,0.001276
18.604167,1.003103,0.001276
18.625000,1.004110,0.001276
18.645833,1.001031,0.001276
18.666667,0.999285,0.001276
18.687500,1.002484,0.001276
18.708333,1.001610,0.001276
18.729167,1.000162,0.001276
18.750000,1.000628,0.001276
18.770833,1.002178,0.001276
18.791667,1.000947,0.001276
18.812500,1.002263,0.001276
18.833333,1.001401,0.001276
18.854167,1.002739,0.001276
18.875000,1.004465,0.001276
18.895833,1.001957,0.001276
18.916667,1.002859,0.001276
18.937500,1.000756,0.001276
18.958333,1.001596,0.001276
18.979167,1.005480,0.001276
19.000000,1.003780,0.001276
19.020833,1.003884,0.001276
19.041667,1.003001,0.001276
19.062500,1.002751,0.001276
19.083333,1.003684,0.001276
19.104167,1.002748,0.001276
19.125000,1.002721,0.001276
19.145833,1.001413,0.001276
19.166667,1.002643,0.001276
19.187500,1.001882,0.001276
19.208333,1.002824,0.001276
19.229167,1.002636,0.001276
19.250000,1.003505,0.001276
19.270833,1.002003,0.001276
19.291667,1.002280,0.001276
19.312500,1.004749,0.001276
19.333333,1.005319,0.001276
19.354167,1.003509,0.001276
19.375000,1.005740,0.001276
19.395833,1.004872,0.001276
19.416667,1.005733,0.001276
19.437500,1.006548,0.001276
19.458333,1.002751,0.001276
19.479167,1.003602,0.001276
19.500000,1.003278,0.001276
19.520833,1.004519,0.001276
19.541667,1.004187,0.001276
19.562500,1.005783,0.001276
19.583333,1.004525,0.001276
19.604167,1.001398,0.001276
19.625000,1.002086,0.001276
19.645833,1.006285,0.001276
19.666667,1.005763,0.001276
19.687500,1.002965,0.001276
19.708333,1.004898,0.001276
19.729167,1.003498,0.001276
19.750000,1.008839,0.001276
19.770833,1.004466,0.001276
19.791667,1.005657,0.001276
19.812500,1.004543,0.001276
19.833333,1.005176,0.001276
19.854167,1.008031,0.001276
19.875000,1.004668,0.001276
19.895833,1.006521,0.001276
19.916667,1.007707,0.001276
19.937500,1.005351,0.001276
19.958333,1.005010,0.001276
19.979167,1.006246,0.001276
20.000000,1.005223,0.001276
20.020833,1.005239,0.001276
20.041667,1.006648,0.001276
20.062500,1.004298,0.001276
20.083333,1.007690,0.001276
20.104167,1.004977,0.001276
20.125000,1.004903,0.001276
20.145833,1.007426,0.001276
20.166667,1.006883,0.001276
20.187500,1.004933,0.001276
20.208333,1.005916,0.001276
20.229167,1.006674,0.001276
20.250000,1.006260,0.001276
20.270833,1.006715,0.001276
20.291667,1.005586,0.001276
20.312500,1.005306,0.001276
20.333333,1.005888,0.001276
20.354167,1.005302,0.001276
